"marker","region","true_marginal_effect","estimated_marginal_effect","p_value"
"m30189","region302",-0.0314177745647501,-0.034300635491826,0.214359911386311
"m30523","region306",-0.0267069442444698,0.0188533842729283,0.49968255818044
"m30714","region308",0.0273038138577576,0.0399329340087733,0.149378245979614
"m30723","region308",0.0190168137969472,0.0566210872702596,0.040568981729791
"m30847","region309",-0.035283983437983,-0.0210661906311684,0.454283686188315
"m31000","region310",-0.0210421353309584,0.00996692815853143,0.720418583104896
"m31110","region312",-0.0146913557360765,-0.0218658635847348,0.433338392720552
"m31247","region313",0.0135378366957107,0.0169065844138721,0.541149557993627
"m31302","region314",-0.0143616867659197,0.0141979292995359,0.610403825745664
"m31418","region315",0.00315521043594203,0.0276446523206637,0.319579425529805
"m31716","region318",-0.0123301909996258,-0.0271018286070493,0.34259071260416
"m31783","region318",0.0194391534858128,0.00894615983195666,0.745174305304954
"m32138","region322",0.0291125170499053,0.0279732829934704,0.319435458946224
"m32591","region326",0.00154064145613012,-0.0180514013971635,0.519348997245212
"m32598","region326",0.00792184069758678,-0.0403968078189628,0.152801383533181
"m32651","region327",0.0236400669398843,0.0369428869765536,0.189808551365775
"m32865","region329",-0.0268097928970287,-0.0803266758436193,0.00357299092601473
"m32883","region329",0.0207833771047107,0.0479787609778365,0.0909385217475829
"m32931","region330",0.0389155416193618,0.0271784245010563,0.327535062587022
"m32993","region330",0.00687684561710805,0.0300883247519656,0.283164211276092
"m33179","region332",-0.00961151080244305,0.0114582883307798,0.680087091671438
"m33191","region332",-0.017575097632104,-0.0298594431638678,0.292411082713923
"m33219","region333",-0.0185785265161094,0.00171758165325792,0.951630170782281
"m33311","region334",-0.00451947857795899,0.00449114045549359,0.873412138324052
"m33379","region334",0.0155296433207393,0.00708916677440522,0.797450402469034
"m33792","region338",-0.000817896277909334,0.0357908476667674,0.198149388514583
"m33927","region340",-0.0155820084850503,-0.0355012693226437,0.206641099431708
"m34364","region344",-0.00756808661093192,0.0144585662699253,0.59929801451588
"m34648","region347",0.00382304220633141,-0.0207588576254746,0.454805428335457
"m34800","region348",-0.0149704928044668,-0.0558329767196544,0.0465713961390674
"m34927","region350",-0.00594266096819895,-0.0459398909950384,0.103315383163663
"m35260","region353",0.0176221204091117,0.00814406447553284,0.769473084976633
"m35264","region353",-0.0039001331357495,-0.0220678034187711,0.431086340741922
"m35311","region354",-0.0275224252564306,-0.0550622909808591,0.045506559667833
"m35341","region354",-0.0295287574664474,-0.0251141873760628,0.371375737112403
"m35589","region356",-0.023061775868449,-0.0649401580136387,0.0182525129712633
"m35689","region357",-0.00249632164192877,0.0230012793722374,0.414607626361049
"m35926","region360",0.031252339354372,0.0424480378567612,0.125296070825765
"m35938","region360",0.00772610043077462,0.028463474725011,0.326620915237567
"m36157","region362",-0.0264482885084101,-0.0330169556554456,0.236399288896798
"m36441","region365",0.013305211480476,0.0277857106897427,0.323436300282085
"m36519","region366",0.0273097615883014,0.0418431605059119,0.135539684257421
"m36697","region367",-0.00323279507716764,-0.020883363936519,0.457778355047876
"m36906","region370",-0.00957412665474262,-0.0409566346813806,0.143154698469782
"m37098","region371",-0.00668977131932218,-0.000643735053488915,0.981518941309758
"m37122","region372",0.00646954218674466,0.0145473531968614,0.598900004593242
"m37197","region372",0.00379701515912115,0.000489867297617428,0.986017329828614
"m37435","region375",0.0228503996555226,0.0230332280292512,0.416410214337419
"m37507","region376",0.000116616691982538,0.00474242619520115,0.865064683459586
"m37636","region377",0.0212901559189165,0.04288743583152,0.122097304274642
"m37852","region379",-0.0259460562032402,-0.07281440456121,0.00889140743764595
"m37871","region379",0.00466037865414584,-0.0447949439974395,0.112278696218355
"m37896","region379",0.00660427440231802,0.0504836895379519,0.0725223829869871
"m38047","region381",0.0318523151195285,0.0224463415850379,0.417203559764837
"m38101","region382",0.0157965060935471,-0.0397761645038002,0.154841802749843
"m38126","region382",-0.0171662561141442,0.00325876313188798,0.906079371251556
"m38140","region382",-0.0492322725922165,-0.0392930069176968,0.163819985361191
"m38249","region383",0.00111339707012112,0.0131473460438221,0.636699460796025
"m38269","region383",-0.0365435291662699,-0.00769825638853858,0.786435225329382
"m38304","region384",0.00287010768768098,-0.02898628916733,0.308655792042886
"m38425","region385",-0.0197884920100284,-0.00539812646529257,0.847282134999907
"m38504","region386",0.0103458522803096,0.00644289942849828,0.817713668219982
"m38682","region387",-0.0224242698129815,-0.0712936324928336,0.0104014363240952
"m38882","region389",-0.00753036122765981,-0.0453720759965321,0.104095893928337
"m38955","region390",0.0188060145635016,0.00708578186120308,0.796782932384106
"m39067","region391",-0.00708918675573628,0.0224836975546538,0.426296430907279
"m39214","region393",0.00633619061126541,-0.0146794262766459,0.596350133778832
"m39250","region393",0.0442225274385494,0.0804210915376814,0.0046128019168452
"m39307","region394",0.0255846629115656,0.0301598141080907,0.277555114485953
"m39345","region394",-0.00838083332826861,0.00603144388610183,0.830759996163503
"m39433","region395",-0.00259316898807237,0.0312276890151547,0.26244860250809
"m39462","region395",0.00487052615285608,-0.0323644746211978,0.242547100795636
"m39737","region398",0.00969476562538741,0.000944458646355563,0.973152180328015
"m39922","region400",0.0081322365887355,-0.0300635595817497,0.287009959303167
"m39944","region400",-0.0322660340650445,-0.0310835286474395,0.265098650453266
"m40025","region401",0.0226002987437922,0.00951913339030658,0.734047414633396
"m40525","region406",-0.0234894688268188,-0.0255769349561823,0.35962697340911
"m40527","region406",-0.0320069537606863,-0.0264394141127867,0.343364204854669
"m40529","region406",-0.0179040062354097,-0.0149412850507225,0.597115381829634
"m40579","region406",0.0201825374543089,0.0273994203601091,0.33477870248073
"m40628","region407",-0.00129904421321716,0.0228486762441934,0.422572332640314
"m40671","region407",0.0120087008164543,0.0119879419709713,0.67178778002374
"m40779","region408",-0.00325504703039968,-8.00781680950175e-06,0.999767669812302
"m41108","region412",-0.0440300599838791,-0.0192548755663785,0.490681341209231
"m41322","region414",-0.008736904501568,-0.0227790970717728,0.408726806208912
"m41478","region415",0.0113086633356136,0.00352701312106757,0.900395981007253
"m41791","region418",-0.01264928346301,-0.00651627657372339,0.815274992219867
"m42031","region421",-0.0168375861372988,-0.0277346159862319,0.331616378196796
"m42101","region422",-0.0132279107171748,0.00269386810113526,0.922471002342764
"m42150","region422",-0.0132218714074935,0.00834012018329088,0.767036250940578
"m42152","region422",-0.0242335243761485,0.0279759386170246,0.328870378029678
"m42503","region426",-0.022310966873699,0.0211107948359859,0.45015840364341
"m42551","region426",-0.0624975318025893,-0.0672241927379825,0.0156235710973827
"m42704","region428",-0.017492315167132,-0.0108218131699043,0.700462922985085
"m42773","region428",0.0285535293842517,0.0214401635883818,0.447598672755839
"m42857","region429",0.031898095327846,0.0916217769219897,0.00106959679335279
"m43387","region434",0.00588564533255411,0.0343541967832812,0.220873676686013
"m43405","region435",-0.0467758149353304,0.0501752974460495,0.0725069364938185
"m43563","region436",0.0354427737577211,0.00908185516095784,0.74621134608143
"m44125","region442",-0.0289047042044456,-0.0550630731335882,0.0474327888150206
"m45131","region452",-0.0141444993197071,-0.0108293027229801,0.704477199031162
"m45181","region452",-0.00176258775206534,-0.000801705465500122,0.977296561797112
"m45382","region454",0.00223839975306927,0.0317992931395938,0.25613189891464
"m45389","region454",0.0127968184215602,-0.0471159179923639,0.0860552274029748
"m45471","region455",-0.0451162606099499,-0.0987624074964255,0.000397984011113225
"m45627","region457",0.00623859033769217,-0.0430015759089843,0.124227611327281
"m45698","region457",-0.0564257309182785,-0.0802160554447889,0.00505580713145729
"m46034","region461",-0.0316090304008203,-0.0284939955238256,0.311387982437394
"m46220","region463",0.0205807666231858,0.0289257595918654,0.292515525966652
"m46311","region464",0.00756893711783643,-0.0551811571618378,0.0499186078089872
"m46435","region465",0.0232062347231614,0.0175277423466146,0.530758230337742
"m46544","region466",0.0272618107094014,0.0393751862048271,0.163535060763915
"m46796","region468",0.0130028792149545,0.011142729306368,0.692544368098303
"m46918","region470",0.00573700163229425,-0.0136722853795822,0.625566155251566
"m46984","region470",-0.0161181960052061,-0.0222158321441171,0.435559773547392
"m47246","region473",0.0164743065235172,-0.0100920416108579,0.717223306742016
"m47401","region475",-0.0284193091826424,-0.0417588517467141,0.13570228728243
"m47636","region477",0.0250687953043168,-0.0125645640709795,0.651572394218224
"m48199","region482",0.0177975137381725,0.00652415780246271,0.816091112381954
"m48379","region484",0.00461159173671566,0.0270987967327913,0.334398894570752
"m48382","region484",0.00886647908663649,0.0585787454699435,0.0384643006021016
"m48388","region484",-0.0368707685273451,-0.0273409516588498,0.333108224091365
"m48474","region485",-0.0084542144765798,-0.0607329006217373,0.0280586155255665
"m48533","region486",-0.00128858913036951,0.00116034241944568,0.966483563614444
"m48583","region486",0.0166744512953421,0.0565938390457585,0.0423262031618611
"m48663","region487",-0.0249122868779457,-0.0299007292864878,0.283657439394383
"m48690","region487",0.0141204038222303,0.0255898607583263,0.360438179440669
"m48873","region489",-0.0157381011241972,-0.0508052953450019,0.0746688962763395
"m48883","region489",0.00745277551959153,-0.00790811483849395,0.778423168972137
"m48909","region490",-0.0339681699548415,-0.0326749201586699,0.241686476237673
"m49096","region491",-0.00741811834141998,-0.011476042668495,0.682042659448293
"m49203","region493",0.00514116290431385,-0.0301120858546017,0.282018469398169
"m49252","region493",0.0106365294095159,0.0139083093978905,0.618528450206486
"m49332","region494",0.0268542706037102,-0.0118652536345509,0.6676864346494
"m49336","region494",0.017741781657699,-0.0121644453293288,0.654155786484519
"m49824","region499",-0.0111034336841046,-0.0164461372325416,0.55749647300976
"m49837","region499",-0.0166549547901349,0.00471130442344474,0.866047458842826
"m49868","region499",0.00897931808724335,0.0563005745686429,0.0435823678684323
"m49887","region499",0.0216120302664527,0.0181642235987127,0.520809528199011
"m49914","region500",0.00380934347985509,0.0358073385766308,0.203725757392088
